Name,Developer ID,Scraped Playstore App Name,Scraped Playstore App Link,Scraped Google Developer ID
fjffhiruhf,fjffhiruhf,-,-,-
Apex Real Estate,HouseSigma,HouseSigma Canada Real Estate,https://play.google.com/store/apps/details?id=com.housesigma.android,HouseSigma
Runescape clue helper,-,OSRS Helper,https://play.google.com/store/apps/details?id=com.infonuascape.osrshelper,#lesgens
Lake Gaston Real Estate,Voiceter Pro LLC,KW Real Estate,https://play.google.com/store/apps/details?id=com.smarteragent.android.kw,Keller Williams Realty International (KWRI)
Holly Springs Real Estate,Voiceter Pro LLC,RE/MAX® Real Estate,https://play.google.com/store/apps/details?id=com.remax.remaxmobile,"RE/MAX, LLC"
Six times table,My Times Tables,Times Tables,https://play.google.com/store/apps/details?id=aichner.benjamin.timestables,Benjamin A.
Eight Times Table,My Times Tables,Times Tables,https://play.google.com/store/apps/details?id=aichner.benjamin.timestables,Benjamin A.
Syracuse Real Estate,-,RE/MAX® Real Estate,https://play.google.com/store/apps/details?id=com.remax.remaxmobile,"RE/MAX, LLC"
Ottawa Energy Rate,Benjamin Baril,Ottawa Collection Calendar,https://play.google.com/store/apps/details?id=net.recollect.ottawa.waste,City of Ottawa
CS Quiz,Anuj Gupta,Computer Quiz It,https://play.google.com/store/apps/details?id=it.computer_science.trivia_quiz,Abdelaziz Sebrou
GUG.cz,Denis V.,Google Chrome,https://play.google.com/store/apps/details?id=com.android.chrome,Google LLC
I'm Ready for the Business World,Argh Company,Business Game,https://play.google.com/store/apps/details?id=business.monopoly.city,Ironjaw Studios Private Limited
DEC Facts and Portfolio,-,Behance - Creative Portfolios,https://play.google.com/store/apps/details?id=com.behance.behance,Adobe Inc
EMSI Corporation Trivia Game,-,Trivia Madness,https://play.google.com/store/apps/details?id=com.gimica.triviamadness,Gimica GmbH
iHeartRadio,-,"iHeart: Music, Radio, Podcasts",https://play.google.com/store/apps/details?id=com.clearchannel.iheartradio.controller,"iHeartMedia, Inc."
BBC,-,BBC: World News & Stories,https://play.google.com/store/apps/details?id=bbc.mobile.news.ww,BBC Studios Limited
Works with smartThings,-,SmartThings,https://play.google.com/store/apps/details?id=com.samsung.android.oneconnect,"Samsung Electronics Co., Ltd."
hive,-,Hive,https://play.google.com/store/apps/details?id=uk.co.centrica.hive,Centrica Hive Ltd
LightWave,-,Lightwave LinkPlus,https://play.google.com/store/apps/details?id=com.lightwaverf.linkplus,LightwaveRF Technology Ltd
MI,-,Mi Home,https://play.google.com/store/apps/details?id=com.xiaomi.smarthome,"Beijing Xiaomi Mobile Software Co.,Ltd"
ABC News Radio Hourly Newscast,-,ABC NEWS,https://play.google.com/store/apps/details?id=android.AbcApplication,Australian Broadcasting Corporation
WSJ What's News,-,WSJ Print Edition,https://play.google.com/store/apps/details?id=com.wallstreetjournal.android.prod,"Dow Jones & Company, Inc."
ABC World News Nightline,-,ABC News: Breaking News Live,https://play.google.com/store/apps/details?id=com.abc.abcnews,Disney
Wines of Australia,Creative Voice Lab,Wine Trainer,https://play.google.com/store/apps/details?id=com.vinomobile.winetrainer,AVINIS GmbH
Music Terminology,EJTechy,Music Theory Companion,https://play.google.com/store/apps/details?id=app.pg.scalechordprogression,PG App Studio
Grange Expo,Krishnan Sriram,Expo,https://play.google.com/store/apps/details?id=host.exp.exponent,Expo Project
Guess The Author,-,Guess Their Answer - IQ Games,https://play.google.com/store/apps/details?id=com.qoni.guesstheiranswer,TapNation
Software Prof,-,Software Engineering,https://play.google.com/store/apps/details?id=in.softecks.softwareengineering,Softecks
World Cup Winners,-,Schedule for World Cup 2022,https://play.google.com/store/apps/details?id=com.gamelikeapps.fapi.predictor.wc2022,Live Scores Apps
Ness Mezzo,Ness Corporation Pty Ltd,Mezzo,https://play.google.com/store/apps/details?id=com.nesscorporation.mezzo,Ness Corporation
Racenet,Racing Internet Services Pty Ltd,RaceNet,https://play.google.com/store/apps/details?id=com.muevaelvolante.racenet,The Ocean Race
caprio facts,joy,-,-,-
Info about Islands,Google Inc.,Island,https://play.google.com/store/apps/details?id=com.oasisfeng.island,Oasis Feng
Programming Flashcards,-,Flashcards World,https://play.google.com/store/apps/details?id=flashcards.words.words,Andev
the iron lady,-,Iron Suit: Superhero Simulator,https://play.google.com/store/apps/details?id=battle.iron.suit,CASUAL AZUR GAMES
The Computer Professor,Jennifer Bailey,Learn Computer Courses Offline,https://play.google.com/store/apps/details?id=com.apps.computercourseas_learndaily,Asbhii Apps Solution
Trivia Boy,-,Trivia Crack,https://play.google.com/store/apps/details?id=com.etermax.preguntados.lite,etermax
IT Crowd Trivia,Pawan Kumar,Trivia Crush,https://play.google.com/store/apps/details?id=com.zd.answer,CanaryDroid
NFL Quiz,Lyn Curtis Adams,NFL State Quiz,https://play.google.com/store/apps/details?id=com.dasu.nflstatequiz,Dasu Games
Soccer World Cup Trivia,-,Soccer Quiz: Football Trivia,https://play.google.com/store/apps/details?id=com.footballquiz.triviaquestionsandanswers,Quizzes by Peaksel
Hard Sports Trivia,Developer Ty,Sports Trivia Star Sport Games,https://play.google.com/store/apps/details?id=com.sports.trivia.star.android,Super Lucky Games LLC
Daily Quiz,-,General Knowledge Quiz,https://play.google.com/store/apps/details?id=com.timleg.quiz,TIMLEG
Football Mania II,Neudesic,Football Live Scores,https://play.google.com/store/apps/details?id=holoduke.soccer_gen,Football Soccer Scores
Capital Game And Facts,PS,Capitals Quizzer,https://play.google.com/store/apps/details?id=org.supergonk.capitals,Supergonk
interview bootloader,-,Big Interview,https://play.google.com/store/apps/details?id=com.biginterview,"Skillful Communications, LLC"
Dr Grand Prix,-,Grand Prix Hero,https://play.google.com/store/apps/details?id=com.newandromo.dev877904.app1033959,Mahoud Islam
Maestro Meter,Ishaque Ahmed,Speedometer,https://play.google.com/store/apps/details?id=se.jensp.hastighetsmatare,Jens Peterson
Co. Trivia,-,Trivia Crack,https://play.google.com/store/apps/details?id=com.etermax.preguntados.lite,etermax
Company Trivia,Trivia Master,Trivia Crack,https://play.google.com/store/apps/details?id=com.etermax.preguntados.lite,etermax
global general questions,parthasarathi,General Knowledge Quiz,https://play.google.com/store/apps/details?id=com.timleg.quiz,TIMLEG
How Much You Know About World Cup,-,ICC Men’s T20 World Cup,https://play.google.com/store/apps/details?id=com.pl.cwc_2015,International Cricket Council
Geography Coach,-,World Geography Dictionary,https://play.google.com/store/apps/details?id=com.ma.ld.dict.geography,Edutainment Ventures- Making Games People Play
Langdi khel,Shanta Kumar,Ludo Buzz - Multiplayer Game,https://play.google.com/store/apps/details?id=com.popupgames.ludo.king.club.dice.board.game,Popup Games
Olympic Quiz,Manu Shahi,Paris 2024 Olympics,https://play.google.com/store/apps/details?id=org.olympic.app.mobile,IOC
Hit Hobart News,-,ABC NEWS,https://play.google.com/store/apps/details?id=android.AbcApplication,Australian Broadcasting Corporation
The Rundown,-,Rundown Assistant,https://play.google.com/store/apps/details?id=com.vbote.rundown2,vBote
Whitefish Mountain Resort,-,Boyne Mountain Resort,https://play.google.com/store/apps/details?id=com.boyneresorts.boynemountainapp,Boyne Resorts
The Weinberg Place,"Witlingo, Inc.",Airbnb,https://play.google.com/store/apps/details?id=com.airbnb.android,Airbnb
Olympics Quiz Time,-,It's Quiz Time: Companion App,https://play.google.com/store/apps/details?id=com.visiongames.itsquiztimecompanionapp,Vision Games Publishing LTD
Quality Trek,Quality Trek,Trek Central,https://play.google.com/store/apps/details?id=com.trekbikes.trekcentral,Trek Bikes
Ticket Reminder,DroidLabs,To Do Reminder with Alarm,https://play.google.com/store/apps/details?id=com.ToDoReminder.gen,App Innovation
Quiz IPL,Akshil shah,IPL Quiz,https://play.google.com/store/apps/details?id=com.rdquiz.iplquiz,100 Quiz
Futuri Media,Futuri Media,WDKX,https://play.google.com/store/apps/details?id=com.mcb.wdkx,Futuri Media
Deals and Coupons,GoVocal.AI,Groupon – Deals & Coupons,https://play.google.com/store/apps/details?id=com.groupon,"Groupon, Inc."
seesaw boutique,Blutag Inc.,Seesaw,https://play.google.com/store/apps/details?id=seesaw.shadowpuppet.co.classroom,Seesaw Learning
BBC Business News,-,CNBC: Business & Stock News,https://play.google.com/store/apps/details?id=com.cnbc.client,"NBCUniversal Media, LLC"
Monocle 24: The Foreign Desk - The Explaine,-,Flipboard: The Social Magazine,https://play.google.com/store/apps/details?id=flipboard.app,Flipboard
Reuters TV (World),-,Reuters News,https://play.google.com/store/apps/details?id=com.thomsonreuters.reuters,Thomson Reuters
NHKWORLD-Japan News,-,NHK WORLD-JAPAN,https://play.google.com/store/apps/details?id=jp.or.nhk.nhkworld.tv,NHK (JAPAN BROADCASTING CORP.)
Inkstone Daily Brief,-,Briefing,https://play.google.com/store/apps/details?id=flipboard.boxer.app,Flipboard
The Right Doctors,Healthcare,The Doctors,https://play.google.com/store/apps/details?id=app.centrik.greencross,Webtools
Triple M Hobart News,-,Triple M Radio app Music,https://play.google.com/store/apps/details?id=com.amradiofm.triplemonline,amradiofm
Fun Kids Radio's Interviews,-,Fun Kids Radio,https://play.google.com/store/apps/details?id=com.funkidslive,Folder Media
Don't Sleep On It by HuffPost,-,Don't Sleep!,https://play.google.com/store/apps/details?id=com.ilieinc.dontsleep,Gabriel Ilie
Pokemon Generations Trivia,Michael Johnstone,Poke Monster Quiz Trivia Game,https://play.google.com/store/apps/details?id=com.areapps.guessthepokemon,ARE Apps
Sunny's Lucky Number,April,Lucky Number,https://play.google.com/store/apps/details?id=com.tevzadze.luckynumber,Davit Tevzadze (დავით თევზაძე)
Please Roll,Blackskull,Layers Roll,https://play.google.com/store/apps/details?id=com.clapclap.layers,Prota Games
week number,-,Week Number Reminder,https://play.google.com/store/apps/details?id=com.binaryheart.weeknumberreminder,BinaryHeart.Tech
DR.Ghumao,Uddeshya,Dr. Panda Toy Cars,https://play.google.com/store/apps/details?id=com.tribeplay.toycars.fun,Dr. Panda
jazzy roller,-,Sky Roller: Rainbow Skating,https://play.google.com/store/apps/details?id=com.topchopgames.skyroller,Homa
Nishinoya's Lucky Number,ShnCnc,Lucky Number,https://play.google.com/store/apps/details?id=com.tevzadze.luckynumber,Davit Tevzadze (დავით თევზაძე)
roller go on,roller go on,Sky Roller: Rainbow Skating,https://play.google.com/store/apps/details?id=com.topchopgames.skyroller,Homa
Pewd's Lucky Number,thisisanapp,Lucky Number,https://play.google.com/store/apps/details?id=com.tevzadze.luckynumber,Davit Tevzadze (დავით თევზაძე)
dr. hello dice,Meet Jethwa,DICE,https://play.google.com/store/apps/details?id=fm.dice,DICE FM
roll dice for krati,Krati,Dice,https://play.google.com/store/apps/details?id=fr.sevenpixels.dice,7pixels
Sk's dice roll,SHUBHAM KULKARNI,-,-,-
Beauty Glossary,Automat.ai,BEAUTY BAY,https://play.google.com/store/apps/details?id=com.beautybay,BEAUTY BAY
Yale New Haven Health Tip of the Day,Yale New Haven Health,Yale Access,https://play.google.com/store/apps/details?id=com.august.bennu,"August Home, Inc."
Med Lexa,Voice Express Corp,Google Lens,https://play.google.com/store/apps/details?id=com.google.ar.lens,Google LLC
The Christmas Piano,Hirsch & Mann,Christmas Piano,https://play.google.com/store/apps/details?id=com.wittyfolks.christmaspiano,Witty Folks
Home Connect,Southern Telecom,Home Connect (America),https://play.google.com/store/apps/details?id=com.bshg.homeconnect.android.release.na,BSH Home Appliances Corporation
Project Nursery Streaming,-,-,-,-
SafeBySwann,Swann Communications,Swann Security,https://play.google.com/store/apps/details?id=com.swannsecurity,Swann Communications
Conec Cam,-,Canon Camera Connect,https://play.google.com/store/apps/details?id=jp.co.canon.ic.cameraconnect,Canon Inc.
show home,show home,Show Home App,https://play.google.com/store/apps/details?id=com.tcdtech.ishowlight,donald nie
Patronus Legion,nan,Primon Legion,https://play.google.com/store/apps/details?id=net.pixelrabbit.pl,PIXEL RABBIT LIMITED
Flashcard python frequently asked questions,Joel John George,Flashcards World,https://play.google.com/store/apps/details?id=flashcards.words.words,Andev
The Institute IIITM Gwalior,chotakiki chotakiku,Gwalior One City One App (ग्वा,https://play.google.com/store/apps/details?id=consumerapp.bsmart.bcits.gwalioronecityoneapp,Smart City Gwalior
Social science exam,Avi,Social Science Exam Prep,https://play.google.com/store/apps/details?id=com.nupuit.SocialScience,Parmeeda
JS Exam,Maitraiya,JavaScript Tests and Quizes,https://play.google.com/store/apps/details?id=com.testyourself.javascript,createwebsites
human quiz,vaishnavi uikey,Human Biology Quiz,https://play.google.com/store/apps/details?id=net.antmobile.HumanBiology,Coşkun ÇAKIR
Festival quiz,Aaron Varghese,Green Festival Quiz,https://play.google.com/store/apps/details?id=pl.ambiverse.greenfestivalquiz,Ambiverse
Invention Teacher,nan,Teacher Aide Pro,https://play.google.com/store/apps/details?id=com.apps.ips.teacheraidepro3,In Pocket Solutions
Bob's agent,nan,Agent J,https://play.google.com/store/apps/details?id=com.segame.app.agent,W'Forest
Miss Technology,Abhishek Tiwari,MIT Technology Review,https://play.google.com/store/apps/details?id=com.technologyreview.mit,MIT Technology Review
Alpha Station,Giacomo Zurru,PlayStation App,https://play.google.com/store/apps/details?id=com.scee.psxandroid,PlayStation Mobile Inc.
computer master trivia quizy,mit navadiya,Computer Quiz It,https://play.google.com/store/apps/details?id=it.computer_science.trivia_quiz,Abdelaziz Sebrou
Explore Networking,Dixeeta Malaviya,Networking Concepts and Config,https://play.google.com/store/apps/details?id=com.nmnconfignetwork,Mohammadullah Al Noman
Tech Chat,nan,Google Chat,https://play.google.com/store/apps/details?id=com.google.android.apps.dynamite,Google LLC
Fun Fortnite Game Quiz,Gamer Studio,Pixels of Fortnite,https://play.google.com/store/apps/details?id=com.game.pixel.art.fortnite,GD Games & Apps
hockey hacker,Arjun Singh,Hockey Horns Live,https://play.google.com/store/apps/details?id=com.fiftysixkbit.hockeyhornsfree,56kbit
Football buzz,Devang Gupta,Football Buzz,https://play.google.com/store/apps/details?id=com.footballbuzz.android,FOOTBALL BUZZ
Taylor Swift Info,nan,Taylor Swift Quiz - 2024,https://play.google.com/store/apps/details?id=com.anthonyradher.taylorswiftquiz,Green One Games
programming in c,Rohan Sinha,Learn C Programming,https://play.google.com/store/apps/details?id=com.programiz.learnc,Programiz
PUBG Mastermind,nan,PUBG MOBILE,https://play.google.com/store/apps/details?id=com.tencent.ig,Level Infinite
Mr. Physio,nan,Clinical Physio,https://play.google.com/store/apps/details?id=com.clinicalphysio.member.app,Clinical Physio
Lin Inspiration,Azhar B,Bible Inspirations,https://play.google.com/store/apps/details?id=com.minimasoftware.dailybibleinspirations,Joyverse
What color should I wear,nan,Seasonal Colors - Match & Find,https://play.google.com/store/apps/details?id=seasonalcolorgirlaccessories.matchyourcolor.findsuitablecloths,Bamboo Interactive
Commonwealth Game Quiz,Sudhanshu Ranjan,-,-,-
New York Real Estate,Voiceter Pro LLC,REALTOR.ca Real Estate & Homes,https://play.google.com/store/apps/details?id=ca.crea.app.consumer,Canadian Real Estate Association
SSC Prep Geography,Rohit Agarwal,AP Human Geography Practice,https://play.google.com/store/apps/details?id=com.varsitytutors.learningtools.aphumangeography,Varsity Tutors LLC
ultimate friends series quiz,nan,Friends Trivia Quiz,https://play.google.com/store/apps/details?id=com.vgcentral.friendsquiz,VGcentral
General Science Question,Akash Sharma,General Science Book,https://play.google.com/store/apps/details?id=com.studyspring.general.science.book,StudySpring
Toss The Coin,Tokir,Coin Toss,https://play.google.com/store/apps/details?id=com.helsinkiwizard.cointoss,Helsinki Wizard
college in murthal,genius poposos,Udemy - Online Courses,https://play.google.com/store/apps/details?id=com.udemy.android,Udemy
Food intructor,FOOD FOOD,Foodvisor - Nutrition & Diet,https://play.google.com/store/apps/details?id=io.foodvisor.foodvisor,Foodvisor
sankat bhawan,Gayatri Devi,Sankat Mochan,https://play.google.com/store/apps/details?id=com.sankatmochan.shabad,Jas Arts
mr fortune quiz,Harshil,Trivia Puzzle Fortune Word Fun,https://play.google.com/store/apps/details?id=com.fortune.phrases.android,Super Lucky Games LLC
Things to do,Voxion,Tasks: to do list & planner,https://play.google.com/store/apps/details?id=com.tasks.android,Pocket Brilliance Limited
My Gingerbread Creator,Google,-,-,-
sail mate,Sailors Inc,Sailmon,https://play.google.com/store/apps/details?id=org.sailmon.sailmon,Sailmon NL
help mate,Abhishek,Withings Health Mate,https://play.google.com/store/apps/details?id=com.withings.wiscale2,Withings
Hwagok High School Chatbot,sunwoo,AIGo - AI Chatbot with GPT,https://play.google.com/store/apps/details?id=aichat.chatgpt,DevSect
Knowledge on petrol engine,Mr. Kathrotiya,Four-stroke Otto engine 3D,https://play.google.com/store/apps/details?id=com.rendernet.ottoengine,Mozaik Education
Joke for Today,Voxion,Dad Jokes App Wear OS,https://play.google.com/store/apps/details?id=com.marcas.dadjokesapp,MarCas Code
OOPs quiz,technoblitz,C++ Quiz,https://play.google.com/store/apps/details?id=io.cpp.quizapp,Breaking Apps
Winter Time Facts,Juna Salviati,Weird Facts – Fun & Random,https://play.google.com/store/apps/details?id=com.weirdfactsapp,Facts & Co
Music Xtreamist,Parth Arora,"iHeart: Music, Radio, Podcasts",https://play.google.com/store/apps/details?id=com.clearchannel.iheartradio.controller,"iHeartMedia, Inc."
Mom joke,Voxion,Yo Mama Jokes,https://play.google.com/store/apps/details?id=com.malekz.yoMama,Intelligent apps
Quiz of G O T,Rahul Kumar,Game Of Thrones Quiz,https://play.google.com/store/apps/details?id=com.kadax.gameofthronesquiz,Kadax Games
Ammu's Gift,Hari Gowtham,Family Gift : Shared Wish List,https://play.google.com/store/apps/details?id=com.trempette.family_gift_2,Trempette Inc.
Funny Muse,Aravind M Nair,Muse Dash,https://play.google.com/store/apps/details?id=com.prpr.musedash,hasuhasu
Hot House,Lewers,Hot House Yoga,https://play.google.com/store/apps/details?id=com.fitnessmobileapps.hothouseyoga37635,Branded Apps by MINDBODY
facts of kanpur,ateet patel,Fun facts : Did You Know ?,https://play.google.com/store/apps/details?id=com.techsellance.factsandtips,Techsellance Pvt Ltd
Darshan trivia,Darshan vaghasiya,Trivia Crack,https://play.google.com/store/apps/details?id=com.etermax.preguntados.lite,etermax
The Eternal wisher,Prathamesh Pure,Eternal Senia,https://play.google.com/store/apps/details?id=com.sanctumstudio.eternalsenia2,Sanctum Games Limited
Music Harmony,Utkarsh Gupta,Harmony®,https://play.google.com/store/apps/details?id=com.logitech.harmonyhub,Logitech Europe S.A.
The Meaning Of Life,Voxion,The Game of Life,https://play.google.com/store/apps/details?id=com.marmalade.golmobile,Marmalade Game Studio
Sparkly Queen,Eric Lin,Love Nikki-Dress UP Queen,https://play.google.com/store/apps/details?id=com.elex.nikkigp,Elex
Coding with Java FAQ,Sameksha Pandhi,CodeGym: learn Java,https://play.google.com/store/apps/details?id=com.hitechrush.codegym,HiTech Rush Inc
Lucky Mania,Arun Iyappan,-,-,-
Times Table Quiz,William Hung,Times Tables,https://play.google.com/store/apps/details?id=aichner.benjamin.timestables,Benjamin A.
indian green parrot faq,anita,Indian Birds,https://play.google.com/store/apps/details?id=com.kokanes.birdsinfo,NATURE WEB
Word Quiz for rookie,Yoons English School,Word Trivia - Word Quiz Games,https://play.google.com/store/apps/details?id=trivia.quiz.trivia.star.millionaire.word.question.offine.game.free,Magic Word Games
Game Scifi,Amritanshu Verma,Space Life : Scifi Game,https://play.google.com/store/apps/details?id=com.alphaquest.spacelife,Supercharge Mobile
Clinic Manager,Fahm Technologies,Appointik - Clinic Management,https://play.google.com/store/apps/details?id=com.samrithtech.appointik,Samrith Technologies
Ultimate Superheros,Rahul,Ultimate Heroes,https://play.google.com/store/apps/details?id=com.stagames.ultimateheroes,Sta Games
Malaysian Guide,Thesigan Nadarajan,Travel Malaysia,https://play.google.com/store/apps/details?id=tourismmalaysia.aplikasi,Tourism Malaysia
movie robot,theabbie,Evolution Robot,https://play.google.com/store/apps/details?id=it.clementoni.evolutionrobot2023,Clementoni S.p.A.
Darshan quizzz,Darshan Lakhankiya,Kahoot! Play & Create Quizzes,https://play.google.com/store/apps/details?id=no.mobitroll.kahoot.android,Kahoot!
bharat sarkar,ZERO GRAVITY,Sarkar Infinite,https://play.google.com/store/apps/details?id=com.ArckonArts.SarkarInfinite,Arckon Arts
